,regYear,regMonth,salesVolume,province,model
26,2018,3,396,江苏,d0f245b8781e3631
27,2018,4,389,江苏,d0f245b8781e3631
24,2018,1,1122,江苏,d4efbebb087fd03f
25,2018,2,876,江苏,d4efbebb087fd03f
26,2018,3,1359,江苏,d4efbebb087fd03f
27,2018,4,1380,江苏,d4efbebb087fd03f
24,2018,1,1501,江苏,da457d15788fe8ee
25,2018,2,833,江苏,da457d15788fe8ee
26,2018,3,1315,江苏,da457d15788fe8ee
27,2018,4,1338,江苏,da457d15788fe8ee
24,2018,1,918,江苏,dff803b4024d261d
25,2018,2,655,江苏,dff803b4024d261d
26,2018,3,885,江苏,dff803b4024d261d
27,2018,4,902,江苏,dff803b4024d261d
24,2018,1,1357,江苏,ea489c253676aafc
25,2018,2,1244,江苏,ea489c253676aafc
26,2018,3,1557,江苏,ea489c253676aafc
27,2018,4,1568,江苏,ea489c253676aafc
24,2018,1,1275,江苏,ef76a85c4b39f693
25,2018,2,945,江苏,ef76a85c4b39f693
26,2018,3,1431,江苏,ef76a85c4b39f693
27,2018,4,1463,江苏,ef76a85c4b39f693
24,2018,1,415,江苏,f270f6a489c6a9d7
25,2018,2,646,江苏,f270f6a489c6a9d7
26,2018,3,472,江苏,f270f6a489c6a9d7
27,2018,4,454,江苏,f270f6a489c6a9d7
24,2018,1,289,江苏,f5d69960089c3614
25,2018,2,177,江苏,f5d69960089c3614
26,2018,3,253,江苏,f5d69960089c3614
27,2018,4,257,江苏,f5d69960089c3614
24,2018,1,1254,江苏,f8a6975573af1b33
25,2018,2,845,江苏,f8a6975573af1b33
26,2018,3,1295,江苏,f8a6975573af1b33
27,2018,4,1330,江苏,f8a6975573af1b33
24,2018,1,701,江苏,fc32b1a017b34efe
25,2018,2,403,江苏,fc32b1a017b34efe
26,2018,3,730,江苏,fc32b1a017b34efe
27,2018,4,720,江苏,fc32b1a017b34efe
24,2018,1,668,江苏,fde95ea242abd896
25,2018,2,500,江苏,fde95ea242abd896
26,2018,3,824,江苏,fde95ea242abd896
27,2018,4,821,江苏,fde95ea242abd896
24,2018,1,1962,江苏,feabbf46658382b9
25,2018,2,1190,江苏,feabbf46658382b9
26,2018,3,2090,江苏,feabbf46658382b9
27,2018,4,2109,江苏,feabbf46658382b9
24,2018,1,294,江西,02aab221aabc03b9
25,2018,2,196,江西,02aab221aabc03b9
26,2018,3,258,江西,02aab221aabc03b9
27,2018,4,260,江西,02aab221aabc03b9
24,2018,1,85,江西,04e66e578f653ab9
25,2018,2,55,江西,04e66e578f653ab9
26,2018,3,98,江西,04e66e578f653ab9
27,2018,4,99,江西,04e66e578f653ab9
24,2018,1,681,江西,06880909932890ca
25,2018,2,230,江西,06880909932890ca
26,2018,3,505,江西,06880909932890ca
27,2018,4,508,江西,06880909932890ca
24,2018,1,1548,江西,0797526c057dcf5b
25,2018,2,1187,江西,0797526c057dcf5b
26,2018,3,1846,江西,0797526c057dcf5b
27,2018,4,1905,江西,0797526c057dcf5b
24,2018,1,259,江西,12f8b7e14947c34d
25,2018,2,140,江西,12f8b7e14947c34d
26,2018,3,374,江西,12f8b7e14947c34d
27,2018,4,371,江西,12f8b7e14947c34d
24,2018,1,222,江西,17363f08d683d52b
25,2018,2,-41,江西,17363f08d683d52b
26,2018,3,57,江西,17363f08d683d52b
27,2018,4,41,江西,17363f08d683d52b
24,2018,1,1090,江西,17bc272c93f19d56
25,2018,2,687,江西,17bc272c93f19d56
26,2018,3,655,江西,17bc272c93f19d56
27,2018,4,611,江西,17bc272c93f19d56
24,2018,1,653,江西,212083a9246d2fd3
25,2018,2,249,江西,212083a9246d2fd3
26,2018,3,466,江西,212083a9246d2fd3
27,2018,4,460,江西,212083a9246d2fd3
24,2018,1,419,江西,28e29f2c03dcd84c
25,2018,2,164,江西,28e29f2c03dcd84c
26,2018,3,369,江西,28e29f2c03dcd84c
27,2018,4,389,江西,28e29f2c03dcd84c
24,2018,1,1209,江西,2a2ab41f8f6ff1cb
25,2018,2,506,江西,2a2ab41f8f6ff1cb
26,2018,3,1078,江西,2a2ab41f8f6ff1cb
27,2018,4,1099,江西,2a2ab41f8f6ff1cb
24,2018,1,166,江西,2d0d2c3403909fdb
25,2018,2,95,江西,2d0d2c3403909fdb
26,2018,3,157,江西,2d0d2c3403909fdb
27,2018,4,160,江西,2d0d2c3403909fdb
24,2018,1,86,江西,346393c2c6305fb1
25,2018,2,-23,江西,346393c2c6305fb1
26,2018,3,39,江西,346393c2c6305fb1
27,2018,4,35,江西,346393c2c6305fb1
24,2018,1,396,江西,37aa9169b575ef79
25,2018,2,233,江西,37aa9169b575ef79
26,2018,3,435,江西,37aa9169b575ef79
27,2018,4,439,江西,37aa9169b575ef79
24,2018,1,258,江西,3c974920a76ac9c1
25,2018,2,102,江西,3c974920a76ac9c1
26,2018,3,192,江西,3c974920a76ac9c1
27,2018,4,192,江西,3c974920a76ac9c1
24,2018,1,599,江西,3d7554f1f56dd664
25,2018,2,472,江西,3d7554f1f56dd664
26,2018,3,669,江西,3d7554f1f56dd664
27,2018,4,686,江西,3d7554f1f56dd664
24,2018,1,142,江西,3e21824be728cbec
25,2018,2,77,江西,3e21824be728cbec
26,2018,3,257,江西,3e21824be728cbec
27,2018,4,252,江西,3e21824be728cbec
24,2018,1,611,江西,4a103c30d593fbbe
25,2018,2,439,江西,4a103c30d593fbbe
26,2018,3,938,江西,4a103c30d593fbbe
27,2018,4,959,江西,4a103c30d593fbbe
24,2018,1,220,江西,4f79773e600518a6
25,2018,2,28,江西,4f79773e600518a6
26,2018,3,80,江西,4f79773e600518a6
27,2018,4,76,江西,4f79773e600518a6
24,2018,1,269,江西,54fc07138d70374c
25,2018,2,86,江西,54fc07138d70374c
26,2018,3,151,江西,54fc07138d70374c
27,2018,4,148,江西,54fc07138d70374c
24,2018,1,461,江西,5b1c11c3efed5312
25,2018,2,160,江西,5b1c11c3efed5312
26,2018,3,296,江西,5b1c11c3efed5312
27,2018,4,297,江西,5b1c11c3efed5312
24,2018,1,176,江西,5d7fb682edd0f937
25,2018,2,91,江西,5d7fb682edd0f937
26,2018,3,148,江西,5d7fb682edd0f937
27,2018,4,148,江西,5d7fb682edd0f937
24,2018,1,1832,江西,6155b214590c66e6
25,2018,2,709,江西,6155b214590c66e6
26,2018,3,1438,江西,6155b214590c66e6
27,2018,4,1437,江西,6155b214590c66e6
24,2018,1,383,江西,61e73e32ad101892
25,2018,2,162,江西,61e73e32ad101892
26,2018,3,316,江西,61e73e32ad101892
27,2018,4,320,江西,61e73e32ad101892
24,2018,1,1260,江西,63065128401bb3ff
25,2018,2,721,江西,63065128401bb3ff
26,2018,3,1919,江西,63065128401bb3ff
27,2018,4,1948,江西,63065128401bb3ff
24,2018,1,226,江西,6858d6dfe680bdf7
25,2018,2,129,江西,6858d6dfe680bdf7
26,2018,3,228,江西,6858d6dfe680bdf7
27,2018,4,231,江西,6858d6dfe680bdf7
24,2018,1,213,江西,7023efdab9cedc03
25,2018,2,140,江西,7023efdab9cedc03
26,2018,3,279,江西,7023efdab9cedc03
27,2018,4,282,江西,7023efdab9cedc03
24,2018,1,773,江西,7245e0ee27b195cd
25,2018,2,375,江西,7245e0ee27b195cd
26,2018,3,590,江西,7245e0ee27b195cd
27,2018,4,595,江西,7245e0ee27b195cd
24,2018,1,804,江西,79de4e4b24c35b04
25,2018,2,429,江西,79de4e4b24c35b04
26,2018,3,540,江西,79de4e4b24c35b04
27,2018,4,527,江西,79de4e4b24c35b04
24,2018,1,245,江西,7a7885e2d7c00bcf
25,2018,2,209,江西,7a7885e2d7c00bcf
26,2018,3,433,江西,7a7885e2d7c00bcf
27,2018,4,430,江西,7a7885e2d7c00bcf
24,2018,1,57,江西,7aab7fca2470987e
25,2018,2,12,江西,7aab7fca2470987e
26,2018,3,28,江西,7aab7fca2470987e
27,2018,4,27,江西,7aab7fca2470987e
24,2018,1,1732,江西,7cf283430b3b5e38
25,2018,2,1336,江西,7cf283430b3b5e38
26,2018,3,2456,江西,7cf283430b3b5e38
27,2018,4,2521,江西,7cf283430b3b5e38
24,2018,1,1201,江西,8c915fe4632fb9fa
25,2018,2,581,江西,8c915fe4632fb9fa
26,2018,3,845,江西,8c915fe4632fb9fa
27,2018,4,863,江西,8c915fe4632fb9fa
24,2018,1,446,江西,936168bd4850913d
25,2018,2,242,江西,936168bd4850913d
26,2018,3,406,江西,936168bd4850913d
27,2018,4,403,江西,936168bd4850913d
24,2018,1,382,江西,97f15de12cfabbd5
25,2018,2,120,江西,97f15de12cfabbd5
26,2018,3,252,江西,97f15de12cfabbd5
27,2018,4,248,江西,97f15de12cfabbd5
24,2018,1,116,江西,9c1c7ee8ebdda299
25,2018,2,-24,江西,9c1c7ee8ebdda299
26,2018,3,46,江西,9c1c7ee8ebdda299
27,2018,4,35,江西,9c1c7ee8ebdda299
24,2018,1,280,江西,a207df29ec9583f0
25,2018,2,169,江西,a207df29ec9583f0
26,2018,3,210,江西,a207df29ec9583f0
27,2018,4,213,江西,a207df29ec9583f0
24,2018,1,357,江西,a28bb927b6fcb33c
25,2018,2,244,江西,a28bb927b6fcb33c
26,2018,3,486,江西,a28bb927b6fcb33c
27,2018,4,492,江西,a28bb927b6fcb33c
24,2018,1,319,江西,a432c483b5beb856
25,2018,2,153,江西,a432c483b5beb856
26,2018,3,297,江西,a432c483b5beb856
27,2018,4,302,江西,a432c483b5beb856
24,2018,1,123,江西,a9a43d1a7ecbe75d
25,2018,2,71,江西,a9a43d1a7ecbe75d
26,2018,3,105,江西,a9a43d1a7ecbe75d
27,2018,4,107,江西,a9a43d1a7ecbe75d
24,2018,1,1040,江西,af6f4f548684e14d
25,2018,2,674,江西,af6f4f548684e14d
26,2018,3,1223,江西,af6f4f548684e14d
27,2018,4,1219,江西,af6f4f548684e14d
24,2018,1,545,江西,b25c4e2e3856af22
25,2018,2,73,江西,b25c4e2e3856af22
26,2018,3,375,江西,b25c4e2e3856af22
27,2018,4,360,江西,b25c4e2e3856af22
24,2018,1,18,江西,b4be3a4917289c82
25,2018,2,27,江西,b4be3a4917289c82
26,2018,3,59,江西,b4be3a4917289c82
27,2018,4,59,江西,b4be3a4917289c82
24,2018,1,143,江西,bb9fbec9a2833839
25,2018,2,130,江西,bb9fbec9a2833839
26,2018,3,222,江西,bb9fbec9a2833839
27,2018,4,225,江西,bb9fbec9a2833839
24,2018,1,209,江西,c06a2a387c0ee510
25,2018,2,175,江西,c06a2a387c0ee510
26,2018,3,229,江西,c06a2a387c0ee510
27,2018,4,234,江西,c06a2a387c0ee510
24,2018,1,751,江西,c6833cb891626c17
25,2018,2,416,江西,c6833cb891626c17
26,2018,3,746,江西,c6833cb891626c17
27,2018,4,748,江西,c6833cb891626c17
24,2018,1,490,江西,c6cd4e0e073f5ac2
25,2018,2,80,江西,c6cd4e0e073f5ac2
26,2018,3,416,江西,c6cd4e0e073f5ac2
27,2018,4,395,江西,c6cd4e0e073f5ac2
24,2018,1,394,江西,cc21c7e91a3b5a0c
25,2018,2,251,江西,cc21c7e91a3b5a0c
26,2018,3,467,江西,cc21c7e91a3b5a0c
27,2018,4,471,江西,cc21c7e91a3b5a0c
24,2018,1,458,江西,cd5841d44fd7625e
25,2018,2,238,江西,cd5841d44fd7625e
26,2018,3,377,江西,cd5841d44fd7625e
27,2018,4,386,江西,cd5841d44fd7625e
24,2018,1,191,江西,d0f245b8781e3631
25,2018,2,34,江西,d0f245b8781e3631
26,2018,3,118,江西,d0f245b8781e3631
27,2018,4,111,江西,d0f245b8781e3631
24,2018,1,1171,江西,d4efbebb087fd03f
25,2018,2,515,江西,d4efbebb087fd03f
26,2018,3,923,江西,d4efbebb087fd03f
27,2018,4,933,江西,d4efbebb087fd03f
24,2018,1,331,江西,da457d15788fe8ee
25,2018,2,134,江西,da457d15788fe8ee
26,2018,3,299,江西,da457d15788fe8ee
27,2018,4,303,江西,da457d15788fe8ee
24,2018,1,313,江西,dff803b4024d261d
25,2018,2,149,江西,dff803b4024d261d
26,2018,3,280,江西,dff803b4024d261d
27,2018,4,282,江西,dff803b4024d261d
24,2018,1,620,江西,ea489c253676aafc
25,2018,2,219,江西,ea489c253676aafc
26,2018,3,434,江西,ea489c253676aafc
27,2018,4,426,江西,ea489c253676aafc
24,2018,1,282,江西,ef76a85c4b39f693
25,2018,2,144,江西,ef76a85c4b39f693
26,2018,3,276,江西,ef76a85c4b39f693
27,2018,4,279,江西,ef76a85c4b39f693
24,2018,1,71,江西,f270f6a489c6a9d7
25,2018,2,29,江西,f270f6a489c6a9d7
26,2018,3,40,江西,f270f6a489c6a9d7
27,2018,4,35,江西,f270f6a489c6a9d7
24,2018,1,94,江西,f5d69960089c3614
25,2018,2,43,江西,f5d69960089c3614
26,2018,3,75,江西,f5d69960089c3614
27,2018,4,75,江西,f5d69960089c3614
24,2018,1,378,江西,f8a6975573af1b33
25,2018,2,196,江西,f8a6975573af1b33
26,2018,3,378,江西,f8a6975573af1b33
27,2018,4,389,江西,f8a6975573af1b33
24,2018,1,477,江西,fc32b1a017b34efe
25,2018,2,158,江西,fc32b1a017b34efe
26,2018,3,408,江西,fc32b1a017b34efe
27,2018,4,406,江西,fc32b1a017b34efe
24,2018,1,401,江西,fde95ea242abd896
25,2018,2,202,江西,fde95ea242abd896
26,2018,3,356,江西,fde95ea242abd896
27,2018,4,360,江西,fde95ea242abd896
24,2018,1,720,江西,feabbf46658382b9
25,2018,2,261,江西,feabbf46658382b9
26,2018,3,547,江西,feabbf46658382b9
27,2018,4,554,江西,feabbf46658382b9
24,2018,1,405,河北,02aab221aabc03b9
25,2018,2,307,河北,02aab221aabc03b9
26,2018,3,394,河北,02aab221aabc03b9
27,2018,4,399,河北,02aab221aabc03b9
24,2018,1,241,河北,04e66e578f653ab9
25,2018,2,197,河北,04e66e578f653ab9
26,2018,3,302,河北,04e66e578f653ab9
27,2018,4,311,河北,04e66e578f653ab9
24,2018,1,468,河北,06880909932890ca
25,2018,2,228,河北,06880909932890ca
26,2018,3,492,河北,06880909932890ca
27,2018,4,484,河北,06880909932890ca
24,2018,1,2371,河北,0797526c057dcf5b
25,2018,2,2157,河北,0797526c057dcf5b
26,2018,3,3318,河北,0797526c057dcf5b
27,2018,4,3379,河北,0797526c057dcf5b
24,2018,1,646,河北,12f8b7e14947c34d
25,2018,2,433,河北,12f8b7e14947c34d
26,2018,3,904,河北,12f8b7e14947c34d
27,2018,4,910,河北,12f8b7e14947c34d
24,2018,1,300,河北,17363f08d683d52b
25,2018,2,93,河北,17363f08d683d52b
26,2018,3,244,河北,17363f08d683d52b
27,2018,4,241,河北,17363f08d683d52b
24,2018,1,4557,河北,17bc272c93f19d56
25,2018,2,4093,河北,17bc272c93f19d56
26,2018,3,4085,河北,17bc272c93f19d56
27,2018,4,4119,河北,17bc272c93f19d56
24,2018,1,1012,河北,212083a9246d2fd3
25,2018,2,649,河北,212083a9246d2fd3
26,2018,3,936,河北,212083a9246d2fd3
27,2018,4,935,河北,212083a9246d2fd3
24,2018,1,1986,河北,28e29f2c03dcd84c
25,2018,2,1250,河北,28e29f2c03dcd84c
26,2018,3,1821,河北,28e29f2c03dcd84c
27,2018,4,1842,河北,28e29f2c03dcd84c
24,2018,1,2972,河北,2a2ab41f8f6ff1cb
25,2018,2,2156,河北,2a2ab41f8f6ff1cb
26,2018,3,3326,河北,2a2ab41f8f6ff1cb
27,2018,4,3374,河北,2a2ab41f8f6ff1cb
24,2018,1,495,河北,2d0d2c3403909fdb
25,2018,2,357,河北,2d0d2c3403909fdb
26,2018,3,467,河北,2d0d2c3403909fdb
27,2018,4,472,河北,2d0d2c3403909fdb
24,2018,1,711,河北,346393c2c6305fb1
25,2018,2,366,河北,346393c2c6305fb1
26,2018,3,599,河北,346393c2c6305fb1
27,2018,4,578,河北,346393c2c6305fb1
24,2018,1,2484,河北,37aa9169b575ef79
25,2018,2,2161,河北,37aa9169b575ef79
26,2018,3,3812,河北,37aa9169b575ef79
27,2018,4,3844,河北,37aa9169b575ef79
24,2018,1,333,河北,3c974920a76ac9c1
25,2018,2,265,河北,3c974920a76ac9c1
26,2018,3,368,河北,3c974920a76ac9c1
27,2018,4,375,河北,3c974920a76ac9c1
24,2018,1,908,河北,3d7554f1f56dd664
25,2018,2,893,河北,3d7554f1f56dd664
26,2018,3,1337,河北,3d7554f1f56dd664
27,2018,4,1361,河北,3d7554f1f56dd664
24,2018,1,346,河北,3e21824be728cbec
25,2018,2,336,河北,3e21824be728cbec
26,2018,3,530,河北,3e21824be728cbec
27,2018,4,511,河北,3e21824be728cbec
24,2018,1,2525,河北,4a103c30d593fbbe
25,2018,2,2265,河北,4a103c30d593fbbe
26,2018,3,4203,河北,4a103c30d593fbbe
27,2018,4,4272,河北,4a103c30d593fbbe
24,2018,1,300,河北,4f79773e600518a6
25,2018,2,125,河北,4f79773e600518a6
26,2018,3,187,河北,4f79773e600518a6
27,2018,4,176,河北,4f79773e600518a6
24,2018,1,818,河北,54fc07138d70374c
25,2018,2,489,河北,54fc07138d70374c
26,2018,3,581,河北,54fc07138d70374c
27,2018,4,574,河北,54fc07138d70374c
24,2018,1,392,河北,5b1c11c3efed5312
25,2018,2,176,河北,5b1c11c3efed5312
26,2018,3,338,河北,5b1c11c3efed5312
27,2018,4,332,河北,5b1c11c3efed5312
24,2018,1,219,河北,5d7fb682edd0f937
25,2018,2,144,河北,5d7fb682edd0f937
26,2018,3,219,河北,5d7fb682edd0f937
27,2018,4,220,河北,5d7fb682edd0f937
24,2018,1,3286,河北,6155b214590c66e6
25,2018,2,2116,河北,6155b214590c66e6
26,2018,3,3544,河北,6155b214590c66e6
27,2018,4,3538,河北,6155b214590c66e6
24,2018,1,1092,河北,61e73e32ad101892
25,2018,2,693,河北,61e73e32ad101892
26,2018,3,1159,河北,61e73e32ad101892
27,2018,4,1184,河北,61e73e32ad101892
24,2018,1,2955,河北,63065128401bb3ff
25,2018,2,2563,河北,63065128401bb3ff
26,2018,3,5176,河北,63065128401bb3ff
27,2018,4,5201,河北,63065128401bb3ff
24,2018,1,544,河北,6858d6dfe680bdf7
25,2018,2,363,河北,6858d6dfe680bdf7
26,2018,3,488,河北,6858d6dfe680bdf7
27,2018,4,499,河北,6858d6dfe680bdf7
24,2018,1,136,河北,7023efdab9cedc03
25,2018,2,108,河北,7023efdab9cedc03
26,2018,3,241,河北,7023efdab9cedc03
27,2018,4,240,河北,7023efdab9cedc03
24,2018,1,1814,河北,7245e0ee27b195cd
25,2018,2,1435,河北,7245e0ee27b195cd
26,2018,3,1871,河北,7245e0ee27b195cd
27,2018,4,1876,河北,7245e0ee27b195cd
24,2018,1,1700,河北,79de4e4b24c35b04
25,2018,2,1383,河北,79de4e4b24c35b04
26,2018,3,1753,河北,79de4e4b24c35b04
27,2018,4,1751,河北,79de4e4b24c35b04
24,2018,1,1171,河北,7a7885e2d7c00bcf
25,2018,2,1306,河北,7a7885e2d7c00bcf
26,2018,3,2107,河北,7a7885e2d7c00bcf
27,2018,4,2131,河北,7a7885e2d7c00bcf
24,2018,1,333,河北,7aab7fca2470987e
25,2018,2,199,河北,7aab7fca2470987e
26,2018,3,261,河北,7aab7fca2470987e
27,2018,4,263,河北,7aab7fca2470987e
24,2018,1,1725,河北,7cf283430b3b5e38
25,2018,2,1508,河北,7cf283430b3b5e38
26,2018,3,3030,河北,7cf283430b3b5e38
27,2018,4,3062,河北,7cf283430b3b5e38
24,2018,1,2772,河北,8c915fe4632fb9fa
25,2018,2,1970,河北,8c915fe4632fb9fa
26,2018,3,2564,河北,8c915fe4632fb9fa
27,2018,4,2629,河北,8c915fe4632fb9fa
24,2018,1,1084,河北,936168bd4850913d
25,2018,2,888,河北,936168bd4850913d
26,2018,3,1096,河北,936168bd4850913d
27,2018,4,1119,河北,936168bd4850913d
24,2018,1,1002,河北,97f15de12cfabbd5
25,2018,2,636,河北,97f15de12cfabbd5
26,2018,3,1040,河北,97f15de12cfabbd5
27,2018,4,1051,河北,97f15de12cfabbd5
24,2018,1,1131,河北,9c1c7ee8ebdda299
25,2018,2,674,河北,9c1c7ee8ebdda299
26,2018,3,1315,河北,9c1c7ee8ebdda299
27,2018,4,1264,河北,9c1c7ee8ebdda299
24,2018,1,443,河北,a207df29ec9583f0
25,2018,2,273,河北,a207df29ec9583f0
26,2018,3,316,河北,a207df29ec9583f0
27,2018,4,319,河北,a207df29ec9583f0
24,2018,1,395,河北,a28bb927b6fcb33c
25,2018,2,433,河北,a28bb927b6fcb33c
26,2018,3,655,河北,a28bb927b6fcb33c
27,2018,4,668,河北,a28bb927b6fcb33c
24,2018,1,201,河北,a432c483b5beb856
25,2018,2,166,河北,a432c483b5beb856
26,2018,3,315,河北,a432c483b5beb856
27,2018,4,313,河北,a432c483b5beb856
24,2018,1,135,河北,a9a43d1a7ecbe75d
25,2018,2,76,河北,a9a43d1a7ecbe75d
26,2018,3,132,河北,a9a43d1a7ecbe75d
27,2018,4,135,河北,a9a43d1a7ecbe75d
24,2018,1,818,河北,af6f4f548684e14d
25,2018,2,521,河北,af6f4f548684e14d
26,2018,3,943,河北,af6f4f548684e14d
27,2018,4,945,河北,af6f4f548684e14d
24,2018,1,528,河北,b25c4e2e3856af22
25,2018,2,313,河北,b25c4e2e3856af22
26,2018,3,544,河北,b25c4e2e3856af22
27,2018,4,539,河北,b25c4e2e3856af22
24,2018,1,100,河北,b4be3a4917289c82
25,2018,2,122,河北,b4be3a4917289c82
26,2018,3,161,河北,b4be3a4917289c82
27,2018,4,163,河北,b4be3a4917289c82
24,2018,1,247,河北,bb9fbec9a2833839
25,2018,2,258,河北,bb9fbec9a2833839
26,2018,3,409,河北,bb9fbec9a2833839
27,2018,4,414,河北,bb9fbec9a2833839
24,2018,1,867,河北,c06a2a387c0ee510
25,2018,2,757,河北,c06a2a387c0ee510
26,2018,3,944,河北,c06a2a387c0ee510
27,2018,4,977,河北,c06a2a387c0ee510
24,2018,1,1002,河北,c6833cb891626c17
25,2018,2,707,河北,c6833cb891626c17
26,2018,3,1209,河北,c6833cb891626c17
27,2018,4,1228,河北,c6833cb891626c17
24,2018,1,167,河北,c6cd4e0e073f5ac2
25,2018,2,-183,河北,c6cd4e0e073f5ac2
26,2018,3,225,河北,c6cd4e0e073f5ac2
27,2018,4,172,河北,c6cd4e0e073f5ac2
24,2018,1,699,河北,cc21c7e91a3b5a0c
25,2018,2,665,河北,cc21c7e91a3b5a0c
26,2018,3,902,河北,cc21c7e91a3b5a0c
27,2018,4,921,河北,cc21c7e91a3b5a0c
24,2018,1,2202,河北,cd5841d44fd7625e
25,2018,2,1596,河北,cd5841d44fd7625e
26,2018,3,2036,河北,cd5841d44fd7625e
27,2018,4,2073,河北,cd5841d44fd7625e
24,2018,1,779,河北,d0f245b8781e3631
25,2018,2,415,河北,d0f245b8781e3631
26,2018,3,651,河北,d0f245b8781e3631
27,2018,4,648,河北,d0f245b8781e3631
24,2018,1,1634,河北,d4efbebb087fd03f
25,2018,2,1192,河北,d4efbebb087fd03f
26,2018,3,1673,河北,d4efbebb087fd03f
27,2018,4,1710,河北,d4efbebb087fd03f
24,2018,1,519,河北,da457d15788fe8ee
25,2018,2,344,河北,da457d15788fe8ee
26,2018,3,537,河北,da457d15788fe8ee
27,2018,4,542,河北,da457d15788fe8ee
24,2018,1,579,河北,dff803b4024d261d
25,2018,2,443,河北,dff803b4024d261d
26,2018,3,618,河北,dff803b4024d261d
27,2018,4,630,河北,dff803b4024d261d
24,2018,1,3231,河北,ea489c253676aafc
25,2018,2,2873,河北,ea489c253676aafc
26,2018,3,5205,河北,ea489c253676aafc
27,2018,4,5212,河北,ea489c253676aafc
24,2018,1,441,河北,ef76a85c4b39f693
25,2018,2,355,河北,ef76a85c4b39f693
26,2018,3,519,河北,ef76a85c4b39f693
27,2018,4,520,河北,ef76a85c4b39f693
24,2018,1,480,河北,f270f6a489c6a9d7
25,2018,2,549,河北,f270f6a489c6a9d7
26,2018,3,545,河北,f270f6a489c6a9d7
27,2018,4,539,河北,f270f6a489c6a9d7
24,2018,1,155,河北,f5d69960089c3614
25,2018,2,129,河北,f5d69960089c3614
26,2018,3,171,河北,f5d69960089c3614
27,2018,4,175,河北,f5d69960089c3614
24,2018,1,393,河北,f8a6975573af1b33
25,2018,2,298,河北,f8a6975573af1b33
26,2018,3,488,河北,f8a6975573af1b33
27,2018,4,491,河北,f8a6975573af1b33
24,2018,1,1488,河北,fc32b1a017b34efe
25,2018,2,1014,河北,fc32b1a017b34efe
26,2018,3,1832,河北,fc32b1a017b34efe
27,2018,4,1839,河北,fc32b1a017b34efe
24,2018,1,549,河北,fde95ea242abd896
25,2018,2,460,河北,fde95ea242abd896
26,2018,3,733,河北,fde95ea242abd896
27,2018,4,743,河北,fde95ea242abd896
24,2018,1,1591,河北,feabbf46658382b9
25,2018,2,1113,河北,feabbf46658382b9
26,2018,3,1827,河北,feabbf46658382b9
27,2018,4,1859,河北,feabbf46658382b9
24,2018,1,354,河南,02aab221aabc03b9
25,2018,2,232,河南,02aab221aabc03b9
26,2018,3,354,河南,02aab221aabc03b9
27,2018,4,351,河南,02aab221aabc03b9
24,2018,1,273,河南,04e66e578f653ab9
25,2018,2,215,河南,04e66e578f653ab9
26,2018,3,333,河南,04e66e578f653ab9
27,2018,4,344,河南,04e66e578f653ab9
24,2018,1,2081,河南,06880909932890ca
25,2018,2,884,河南,06880909932890ca
26,2018,3,1650,河南,06880909932890ca
27,2018,4,1665,河南,06880909932890ca
24,2018,1,2139,河南,0797526c057dcf5b
25,2018,2,1688,河南,0797526c057dcf5b
26,2018,3,2754,河南,0797526c057dcf5b
27,2018,4,2770,河南,0797526c057dcf5b
24,2018,1,588,河南,12f8b7e14947c34d
25,2018,2,336,河南,12f8b7e14947c34d
26,2018,3,833,河南,12f8b7e14947c34d
27,2018,4,841,河南,12f8b7e14947c34d
24,2018,1,392,河南,17363f08d683d52b
25,2018,2,3,河南,17363f08d683d52b
26,2018,3,198,河南,17363f08d683d52b
27,2018,4,168,河南,17363f08d683d52b
24,2018,1,5450,河南,17bc272c93f19d56
25,2018,2,3266,河南,17bc272c93f19d56
26,2018,3,3363,河南,17bc272c93f19d56
27,2018,4,3339,河南,17bc272c93f19d56
24,2018,1,2412,河南,212083a9246d2fd3
25,2018,2,1309,河南,212083a9246d2fd3
26,2018,3,2032,河南,212083a9246d2fd3
27,2018,4,2016,河南,212083a9246d2fd3
24,2018,1,1413,河南,28e29f2c03dcd84c
25,2018,2,769,河南,28e29f2c03dcd84c
26,2018,3,1336,河南,28e29f2c03dcd84c
27,2018,4,1335,河南,28e29f2c03dcd84c
24,2018,1,3713,河南,2a2ab41f8f6ff1cb
25,2018,2,2072,河南,2a2ab41f8f6ff1cb
26,2018,3,3606,河南,2a2ab41f8f6ff1cb
27,2018,4,3635,河南,2a2ab41f8f6ff1cb
24,2018,1,432,河南,2d0d2c3403909fdb
25,2018,2,258,河南,2d0d2c3403909fdb
26,2018,3,383,河南,2d0d2c3403909fdb
27,2018,4,386,河南,2d0d2c3403909fdb
24,2018,1,420,河南,346393c2c6305fb1
25,2018,2,80,河南,346393c2c6305fb1
26,2018,3,317,河南,346393c2c6305fb1
27,2018,4,314,河南,346393c2c6305fb1
24,2018,1,1743,河南,37aa9169b575ef79
25,2018,2,1189,河南,37aa9169b575ef79
26,2018,3,2216,河南,37aa9169b575ef79
27,2018,4,2197,河南,37aa9169b575ef79
24,2018,1,414,河南,3c974920a76ac9c1
25,2018,2,251,河南,3c974920a76ac9c1
26,2018,3,363,河南,3c974920a76ac9c1
27,2018,4,362,河南,3c974920a76ac9c1
24,2018,1,980,河南,3d7554f1f56dd664
25,2018,2,820,河南,3d7554f1f56dd664
26,2018,3,1311,河南,3d7554f1f56dd664
