,regYear,regMonth,popularity,province,model
27,2018,4,614,江西,3e21824be728cbec
24,2018,1,1374,江西,4a103c30d593fbbe
25,2018,2,1698,江西,4a103c30d593fbbe
26,2018,3,1487,江西,4a103c30d593fbbe
27,2018,4,1478,江西,4a103c30d593fbbe
24,2018,1,393,江西,4f79773e600518a6
25,2018,2,457,江西,4f79773e600518a6
26,2018,3,216,江西,4f79773e600518a6
27,2018,4,195,江西,4f79773e600518a6
24,2018,1,1291,江西,54fc07138d70374c
25,2018,2,1562,江西,54fc07138d70374c
26,2018,3,902,江西,54fc07138d70374c
27,2018,4,880,江西,54fc07138d70374c
24,2018,1,249,江西,5b1c11c3efed5312
25,2018,2,250,江西,5b1c11c3efed5312
26,2018,3,117,江西,5b1c11c3efed5312
27,2018,4,83,江西,5b1c11c3efed5312
24,2018,1,703,江西,5d7fb682edd0f937
25,2018,2,806,江西,5d7fb682edd0f937
26,2018,3,875,江西,5d7fb682edd0f937
27,2018,4,896,江西,5d7fb682edd0f937
24,2018,1,2487,江西,6155b214590c66e6
25,2018,2,2867,江西,6155b214590c66e6
26,2018,3,2787,江西,6155b214590c66e6
27,2018,4,2765,江西,6155b214590c66e6
24,2018,1,376,江西,61e73e32ad101892
25,2018,2,445,江西,61e73e32ad101892
26,2018,3,386,江西,61e73e32ad101892
27,2018,4,393,江西,61e73e32ad101892
24,2018,1,2313,江西,63065128401bb3ff
25,2018,2,2673,江西,63065128401bb3ff
26,2018,3,2191,江西,63065128401bb3ff
27,2018,4,2234,江西,63065128401bb3ff
24,2018,1,1473,江西,6858d6dfe680bdf7
25,2018,2,1724,江西,6858d6dfe680bdf7
26,2018,3,1067,江西,6858d6dfe680bdf7
27,2018,4,1045,江西,6858d6dfe680bdf7
24,2018,1,1141,江西,7023efdab9cedc03
25,2018,2,1263,江西,7023efdab9cedc03
26,2018,3,1169,江西,7023efdab9cedc03
27,2018,4,1168,江西,7023efdab9cedc03
24,2018,1,1562,江西,7245e0ee27b195cd
25,2018,2,1669,江西,7245e0ee27b195cd
26,2018,3,1716,江西,7245e0ee27b195cd
27,2018,4,1763,江西,7245e0ee27b195cd
24,2018,1,3369,江西,79de4e4b24c35b04
25,2018,2,4101,江西,79de4e4b24c35b04
26,2018,3,1986,江西,79de4e4b24c35b04
27,2018,4,1940,江西,79de4e4b24c35b04
24,2018,1,506,江西,7a7885e2d7c00bcf
25,2018,2,671,江西,7a7885e2d7c00bcf
26,2018,3,631,江西,7a7885e2d7c00bcf
27,2018,4,628,江西,7a7885e2d7c00bcf
24,2018,1,125,江西,7aab7fca2470987e
25,2018,2,147,江西,7aab7fca2470987e
26,2018,3,141,江西,7aab7fca2470987e
27,2018,4,141,江西,7aab7fca2470987e
24,2018,1,2398,江西,7cf283430b3b5e38
25,2018,2,2724,江西,7cf283430b3b5e38
26,2018,3,2678,江西,7cf283430b3b5e38
27,2018,4,2708,江西,7cf283430b3b5e38
24,2018,1,864,江西,8c915fe4632fb9fa
25,2018,2,1020,江西,8c915fe4632fb9fa
26,2018,3,926,江西,8c915fe4632fb9fa
27,2018,4,931,江西,8c915fe4632fb9fa
24,2018,1,26,江西,936168bd4850913d
25,2018,2,67,江西,936168bd4850913d
26,2018,3,61,江西,936168bd4850913d
27,2018,4,55,江西,936168bd4850913d
24,2018,1,1014,江西,97f15de12cfabbd5
25,2018,2,1229,江西,97f15de12cfabbd5
26,2018,3,987,江西,97f15de12cfabbd5
27,2018,4,996,江西,97f15de12cfabbd5
24,2018,1,158,江西,9c1c7ee8ebdda299
25,2018,2,195,江西,9c1c7ee8ebdda299
26,2018,3,183,江西,9c1c7ee8ebdda299
27,2018,4,175,江西,9c1c7ee8ebdda299
24,2018,1,1184,江西,a207df29ec9583f0
25,2018,2,1401,江西,a207df29ec9583f0
26,2018,3,1366,江西,a207df29ec9583f0
27,2018,4,1388,江西,a207df29ec9583f0
24,2018,1,591,江西,a28bb927b6fcb33c
25,2018,2,629,江西,a28bb927b6fcb33c
26,2018,3,603,江西,a28bb927b6fcb33c
27,2018,4,600,江西,a28bb927b6fcb33c
24,2018,1,295,江西,a432c483b5beb856
25,2018,2,317,江西,a432c483b5beb856
26,2018,3,247,江西,a432c483b5beb856
27,2018,4,244,江西,a432c483b5beb856
24,2018,1,496,江西,a9a43d1a7ecbe75d
25,2018,2,524,江西,a9a43d1a7ecbe75d
26,2018,3,761,江西,a9a43d1a7ecbe75d
27,2018,4,789,江西,a9a43d1a7ecbe75d
24,2018,1,2262,江西,af6f4f548684e14d
25,2018,2,2629,江西,af6f4f548684e14d
26,2018,3,2139,江西,af6f4f548684e14d
27,2018,4,2122,江西,af6f4f548684e14d
24,2018,1,1880,江西,b25c4e2e3856af22
25,2018,2,2418,江西,b25c4e2e3856af22
26,2018,3,1759,江西,b25c4e2e3856af22
27,2018,4,1758,江西,b25c4e2e3856af22
24,2018,1,2394,江西,b4be3a4917289c82
25,2018,2,2982,江西,b4be3a4917289c82
26,2018,3,2377,江西,b4be3a4917289c82
27,2018,4,2373,江西,b4be3a4917289c82
24,2018,1,2007,江西,bb9fbec9a2833839
25,2018,2,2388,江西,bb9fbec9a2833839
26,2018,3,1857,江西,bb9fbec9a2833839
27,2018,4,1866,江西,bb9fbec9a2833839
24,2018,1,582,江西,c06a2a387c0ee510
25,2018,2,640,江西,c06a2a387c0ee510
26,2018,3,603,江西,c06a2a387c0ee510
27,2018,4,611,江西,c06a2a387c0ee510
24,2018,1,565,江西,c6833cb891626c17
25,2018,2,625,江西,c6833cb891626c17
26,2018,3,453,江西,c6833cb891626c17
27,2018,4,437,江西,c6833cb891626c17
24,2018,1,283,江西,c6cd4e0e073f5ac2
25,2018,2,339,江西,c6cd4e0e073f5ac2
26,2018,3,246,江西,c6cd4e0e073f5ac2
27,2018,4,221,江西,c6cd4e0e073f5ac2
24,2018,1,992,江西,cc21c7e91a3b5a0c
25,2018,2,1260,江西,cc21c7e91a3b5a0c
26,2018,3,998,江西,cc21c7e91a3b5a0c
27,2018,4,1002,江西,cc21c7e91a3b5a0c
24,2018,1,553,江西,cd5841d44fd7625e
25,2018,2,640,江西,cd5841d44fd7625e
26,2018,3,524,江西,cd5841d44fd7625e
27,2018,4,525,江西,cd5841d44fd7625e
24,2018,1,338,江西,d0f245b8781e3631
25,2018,2,329,江西,d0f245b8781e3631
26,2018,3,404,江西,d0f245b8781e3631
27,2018,4,368,江西,d0f245b8781e3631
24,2018,1,7199,江西,d4efbebb087fd03f
25,2018,2,6860,江西,d4efbebb087fd03f
26,2018,3,11576,江西,d4efbebb087fd03f
27,2018,4,12021,江西,d4efbebb087fd03f
24,2018,1,3252,江西,da457d15788fe8ee
25,2018,2,3551,江西,da457d15788fe8ee
26,2018,3,2775,江西,da457d15788fe8ee
27,2018,4,2793,江西,da457d15788fe8ee
24,2018,1,350,江西,dff803b4024d261d
25,2018,2,409,江西,dff803b4024d261d
26,2018,3,433,江西,dff803b4024d261d
27,2018,4,442,江西,dff803b4024d261d
24,2018,1,589,江西,ea489c253676aafc
25,2018,2,733,江西,ea489c253676aafc
26,2018,3,654,江西,ea489c253676aafc
27,2018,4,654,江西,ea489c253676aafc
24,2018,1,3604,江西,ef76a85c4b39f693
25,2018,2,4224,江西,ef76a85c4b39f693
26,2018,3,3002,江西,ef76a85c4b39f693
27,2018,4,2961,江西,ef76a85c4b39f693
24,2018,1,1043,江西,f270f6a489c6a9d7
25,2018,2,1107,江西,f270f6a489c6a9d7
26,2018,3,1403,江西,f270f6a489c6a9d7
27,2018,4,1455,江西,f270f6a489c6a9d7
24,2018,1,1295,江西,f5d69960089c3614
25,2018,2,1416,江西,f5d69960089c3614
26,2018,3,1273,江西,f5d69960089c3614
27,2018,4,1283,江西,f5d69960089c3614
24,2018,1,2039,江西,f8a6975573af1b33
25,2018,2,2494,江西,f8a6975573af1b33
26,2018,3,1217,江西,f8a6975573af1b33
27,2018,4,1198,江西,f8a6975573af1b33
24,2018,1,616,江西,fc32b1a017b34efe
25,2018,2,768,江西,fc32b1a017b34efe
26,2018,3,539,江西,fc32b1a017b34efe
27,2018,4,493,江西,fc32b1a017b34efe
24,2018,1,1478,江西,fde95ea242abd896
25,2018,2,1778,江西,fde95ea242abd896
26,2018,3,1013,江西,fde95ea242abd896
27,2018,4,1004,江西,fde95ea242abd896
24,2018,1,2843,江西,feabbf46658382b9
25,2018,2,3497,江西,feabbf46658382b9
26,2018,3,1986,江西,feabbf46658382b9
27,2018,4,1953,江西,feabbf46658382b9
24,2018,1,632,河北,02aab221aabc03b9
25,2018,2,611,河北,02aab221aabc03b9
26,2018,3,575,河北,02aab221aabc03b9
27,2018,4,580,河北,02aab221aabc03b9
24,2018,1,870,河北,04e66e578f653ab9
25,2018,2,918,河北,04e66e578f653ab9
26,2018,3,987,河北,04e66e578f653ab9
27,2018,4,972,河北,04e66e578f653ab9
24,2018,1,1033,河北,06880909932890ca
25,2018,2,1280,河北,06880909932890ca
26,2018,3,969,河北,06880909932890ca
27,2018,4,935,河北,06880909932890ca
24,2018,1,1679,河北,0797526c057dcf5b
25,2018,2,1947,河北,0797526c057dcf5b
26,2018,3,1625,河北,0797526c057dcf5b
27,2018,4,1641,河北,0797526c057dcf5b
24,2018,1,2509,河北,12f8b7e14947c34d
25,2018,2,3079,河北,12f8b7e14947c34d
26,2018,3,2715,河北,12f8b7e14947c34d
27,2018,4,2720,河北,12f8b7e14947c34d
24,2018,1,3144,河北,17363f08d683d52b
25,2018,2,3284,河北,17363f08d683d52b
26,2018,3,2122,河北,17363f08d683d52b
27,2018,4,2010,河北,17363f08d683d52b
24,2018,1,10178,河北,17bc272c93f19d56
25,2018,2,12018,河北,17bc272c93f19d56
26,2018,3,7085,河北,17bc272c93f19d56
27,2018,4,6992,河北,17bc272c93f19d56
24,2018,1,2763,河北,212083a9246d2fd3
25,2018,2,3299,河北,212083a9246d2fd3
26,2018,3,2226,河北,212083a9246d2fd3
27,2018,4,2141,河北,212083a9246d2fd3
24,2018,1,1019,河北,28e29f2c03dcd84c
25,2018,2,1149,河北,28e29f2c03dcd84c
26,2018,3,1208,河北,28e29f2c03dcd84c
27,2018,4,1222,河北,28e29f2c03dcd84c
24,2018,1,9370,河北,2a2ab41f8f6ff1cb
25,2018,2,10033,河北,2a2ab41f8f6ff1cb
26,2018,3,8889,河北,2a2ab41f8f6ff1cb
27,2018,4,8953,河北,2a2ab41f8f6ff1cb
24,2018,1,1548,河北,2d0d2c3403909fdb
25,2018,2,2041,河北,2d0d2c3403909fdb
26,2018,3,1473,河北,2d0d2c3403909fdb
27,2018,4,1453,河北,2d0d2c3403909fdb
24,2018,1,458,河北,346393c2c6305fb1
25,2018,2,481,河北,346393c2c6305fb1
26,2018,3,527,河北,346393c2c6305fb1
27,2018,4,519,河北,346393c2c6305fb1
24,2018,1,4724,河北,37aa9169b575ef79
25,2018,2,5298,河北,37aa9169b575ef79
26,2018,3,4250,河北,37aa9169b575ef79
27,2018,4,4198,河北,37aa9169b575ef79
24,2018,1,1982,河北,3c974920a76ac9c1
25,2018,2,2246,河北,3c974920a76ac9c1
26,2018,3,1274,河北,3c974920a76ac9c1
27,2018,4,1212,河北,3c974920a76ac9c1
24,2018,1,3579,河北,3d7554f1f56dd664
25,2018,2,4394,河北,3d7554f1f56dd664
26,2018,3,3728,河北,3d7554f1f56dd664
27,2018,4,3751,河北,3d7554f1f56dd664
24,2018,1,1591,河北,3e21824be728cbec
25,2018,2,1944,河北,3e21824be728cbec
26,2018,3,1594,河北,3e21824be728cbec
27,2018,4,1521,河北,3e21824be728cbec
24,2018,1,5454,河北,4a103c30d593fbbe
25,2018,2,6457,河北,4a103c30d593fbbe
26,2018,3,5530,河北,4a103c30d593fbbe
27,2018,4,5404,河北,4a103c30d593fbbe
24,2018,1,918,河北,4f79773e600518a6
25,2018,2,1162,河北,4f79773e600518a6
26,2018,3,659,河北,4f79773e600518a6
27,2018,4,595,河北,4f79773e600518a6
24,2018,1,3989,河北,54fc07138d70374c
25,2018,2,4772,河北,54fc07138d70374c
26,2018,3,3123,河北,54fc07138d70374c
27,2018,4,3021,河北,54fc07138d70374c
24,2018,1,307,河北,5b1c11c3efed5312
25,2018,2,411,河北,5b1c11c3efed5312
26,2018,3,53,河北,5b1c11c3efed5312
27,2018,4,-75,河北,5b1c11c3efed5312
24,2018,1,1711,河北,5d7fb682edd0f937
25,2018,2,1883,河北,5d7fb682edd0f937
26,2018,3,2184,河北,5d7fb682edd0f937
27,2018,4,2243,河北,5d7fb682edd0f937
24,2018,1,6050,河北,6155b214590c66e6
25,2018,2,7017,河北,6155b214590c66e6
26,2018,3,6378,河北,6155b214590c66e6
27,2018,4,6267,河北,6155b214590c66e6
24,2018,1,867,河北,61e73e32ad101892
25,2018,2,1062,河北,61e73e32ad101892
26,2018,3,963,河北,61e73e32ad101892
27,2018,4,982,河北,61e73e32ad101892
24,2018,1,4529,河北,63065128401bb3ff
25,2018,2,5399,河北,63065128401bb3ff
26,2018,3,4636,河北,63065128401bb3ff
27,2018,4,4686,河北,63065128401bb3ff
24,2018,1,2909,河北,6858d6dfe680bdf7
25,2018,2,3493,河北,6858d6dfe680bdf7
26,2018,3,2239,河北,6858d6dfe680bdf7
27,2018,4,2174,河北,6858d6dfe680bdf7
24,2018,1,1792,河北,7023efdab9cedc03
25,2018,2,1925,河北,7023efdab9cedc03
26,2018,3,1854,河北,7023efdab9cedc03
27,2018,4,1819,河北,7023efdab9cedc03
24,2018,1,4505,河北,7245e0ee27b195cd
25,2018,2,4830,河北,7245e0ee27b195cd
26,2018,3,4943,河北,7245e0ee27b195cd
27,2018,4,5057,河北,7245e0ee27b195cd
24,2018,1,10939,河北,79de4e4b24c35b04
25,2018,2,13243,河北,79de4e4b24c35b04
26,2018,3,7662,河北,79de4e4b24c35b04
27,2018,4,7598,河北,79de4e4b24c35b04
24,2018,1,1269,河北,7a7885e2d7c00bcf
25,2018,2,1733,河北,7a7885e2d7c00bcf
26,2018,3,1656,河北,7a7885e2d7c00bcf
27,2018,4,1647,河北,7a7885e2d7c00bcf
24,2018,1,601,河北,7aab7fca2470987e
25,2018,2,703,河北,7aab7fca2470987e
26,2018,3,682,河北,7aab7fca2470987e
27,2018,4,686,河北,7aab7fca2470987e
24,2018,1,3931,河北,7cf283430b3b5e38
25,2018,2,4553,河北,7cf283430b3b5e38
26,2018,3,4437,河北,7cf283430b3b5e38
27,2018,4,4423,河北,7cf283430b3b5e38
24,2018,1,2855,河北,8c915fe4632fb9fa
25,2018,2,3200,河北,8c915fe4632fb9fa
26,2018,3,2717,河北,8c915fe4632fb9fa
27,2018,4,2737,河北,8c915fe4632fb9fa
24,2018,1,86,河北,936168bd4850913d
25,2018,2,69,河北,936168bd4850913d
26,2018,3,125,河北,936168bd4850913d
27,2018,4,117,河北,936168bd4850913d
24,2018,1,3172,河北,97f15de12cfabbd5
25,2018,2,3685,河北,97f15de12cfabbd5
26,2018,3,3152,河北,97f15de12cfabbd5
27,2018,4,3176,河北,97f15de12cfabbd5
24,2018,1,534,河北,9c1c7ee8ebdda299
25,2018,2,845,河北,9c1c7ee8ebdda299
26,2018,3,768,河北,9c1c7ee8ebdda299
27,2018,4,668,河北,9c1c7ee8ebdda299
24,2018,1,2682,河北,a207df29ec9583f0
25,2018,2,2859,河北,a207df29ec9583f0
26,2018,3,3184,河北,a207df29ec9583f0
27,2018,4,3235,河北,a207df29ec9583f0
24,2018,1,905,河北,a28bb927b6fcb33c
25,2018,2,1075,河北,a28bb927b6fcb33c
26,2018,3,954,河北,a28bb927b6fcb33c
27,2018,4,947,河北,a28bb927b6fcb33c
24,2018,1,319,河北,a432c483b5beb856
25,2018,2,386,河北,a432c483b5beb856
26,2018,3,320,河北,a432c483b5beb856
27,2018,4,308,河北,a432c483b5beb856
24,2018,1,1122,河北,a9a43d1a7ecbe75d
25,2018,2,1154,河北,a9a43d1a7ecbe75d
26,2018,3,1717,河北,a9a43d1a7ecbe75d
27,2018,4,1789,河北,a9a43d1a7ecbe75d
24,2018,1,3762,河北,af6f4f548684e14d
25,2018,2,4262,河北,af6f4f548684e14d
26,2018,3,3136,河北,af6f4f548684e14d
27,2018,4,3109,河北,af6f4f548684e14d
24,2018,1,4619,河北,b25c4e2e3856af22
25,2018,2,5953,河北,b25c4e2e3856af22
26,2018,3,4384,河北,b25c4e2e3856af22
27,2018,4,4383,河北,b25c4e2e3856af22
24,2018,1,5833,河北,b4be3a4917289c82
25,2018,2,7093,河北,b4be3a4917289c82
26,2018,3,6174,河北,b4be3a4917289c82
27,2018,4,6184,河北,b4be3a4917289c82
24,2018,1,4506,河北,bb9fbec9a2833839
25,2018,2,5083,河北,bb9fbec9a2833839
26,2018,3,4358,河北,bb9fbec9a2833839
27,2018,4,4374,河北,bb9fbec9a2833839
24,2018,1,2422,河北,c06a2a387c0ee510
25,2018,2,2714,河北,c06a2a387c0ee510
26,2018,3,2597,河北,c06a2a387c0ee510
27,2018,4,2659,河北,c06a2a387c0ee510
24,2018,1,1213,河北,c6833cb891626c17
25,2018,2,1450,河北,c6833cb891626c17
26,2018,3,1098,河北,c6833cb891626c17
27,2018,4,1051,河北,c6833cb891626c17
24,2018,1,192,河北,c6cd4e0e073f5ac2
25,2018,2,288,河北,c6cd4e0e073f5ac2
26,2018,3,190,河北,c6cd4e0e073f5ac2
27,2018,4,117,河北,c6cd4e0e073f5ac2
24,2018,1,3180,河北,cc21c7e91a3b5a0c
25,2018,2,3991,河北,cc21c7e91a3b5a0c
26,2018,3,3420,河北,cc21c7e91a3b5a0c
27,2018,4,3457,河北,cc21c7e91a3b5a0c
24,2018,1,1010,河北,cd5841d44fd7625e
25,2018,2,1251,河北,cd5841d44fd7625e
26,2018,3,1229,河北,cd5841d44fd7625e
27,2018,4,1205,河北,cd5841d44fd7625e
24,2018,1,1767,河北,d0f245b8781e3631
25,2018,2,1731,河北,d0f245b8781e3631
26,2018,3,1654,河北,d0f245b8781e3631
27,2018,4,1587,河北,d0f245b8781e3631
24,2018,1,3363,河北,d4efbebb087fd03f
25,2018,2,3728,河北,d4efbebb087fd03f
26,2018,3,5417,河北,d4efbebb087fd03f
27,2018,4,5491,河北,d4efbebb087fd03f
24,2018,1,6711,河北,da457d15788fe8ee
25,2018,2,7248,河北,da457d15788fe8ee
26,2018,3,6175,河北,da457d15788fe8ee
27,2018,4,6188,河北,da457d15788fe8ee
24,2018,1,608,河北,dff803b4024d261d
25,2018,2,682,河北,dff803b4024d261d
26,2018,3,816,河北,dff803b4024d261d
27,2018,4,835,河北,dff803b4024d261d
24,2018,1,3128,河北,ea489c253676aafc
25,2018,2,3670,河北,ea489c253676aafc
26,2018,3,3531,河北,ea489c253676aafc
27,2018,4,3527,河北,ea489c253676aafc
24,2018,1,8502,河北,ef76a85c4b39f693
25,2018,2,9865,河北,ef76a85c4b39f693
26,2018,3,7890,河北,ef76a85c4b39f693
27,2018,4,7798,河北,ef76a85c4b39f693
24,2018,1,1576,河北,f270f6a489c6a9d7
25,2018,2,1673,河北,f270f6a489c6a9d7
26,2018,3,1132,河北,f270f6a489c6a9d7
27,2018,4,1117,河北,f270f6a489c6a9d7
24,2018,1,3234,河北,f5d69960089c3614
25,2018,2,3424,河北,f5d69960089c3614
26,2018,3,3128,河北,f5d69960089c3614
27,2018,4,3165,河北,f5d69960089c3614
24,2018,1,3412,河北,f8a6975573af1b33
25,2018,2,4059,河北,f8a6975573af1b33
26,2018,3,2259,河北,f8a6975573af1b33
27,2018,4,2106,河北,f8a6975573af1b33
24,2018,1,3331,河北,fc32b1a017b34efe
25,2018,2,3929,河北,fc32b1a017b34efe
26,2018,3,2594,河北,fc32b1a017b34efe
27,2018,4,2352,河北,fc32b1a017b34efe
24,2018,1,3173,河北,fde95ea242abd896
25,2018,2,3659,河北,fde95ea242abd896
26,2018,3,2270,河北,fde95ea242abd896
27,2018,4,2202,河北,fde95ea242abd896
24,2018,1,9571,河北,feabbf46658382b9
25,2018,2,11333,河北,feabbf46658382b9
26,2018,3,7410,河北,feabbf46658382b9
27,2018,4,7259,河北,feabbf46658382b9
24,2018,1,2118,河南,02aab221aabc03b9
25,2018,2,2047,河南,02aab221aabc03b9
26,2018,3,3086,河南,02aab221aabc03b9
27,2018,4,3070,河南,02aab221aabc03b9
24,2018,1,2352,河南,04e66e578f653ab9
25,2018,2,882,河南,04e66e578f653ab9
26,2018,3,1441,河南,04e66e578f653ab9
27,2018,4,1432,河南,04e66e578f653ab9
24,2018,1,2291,河南,06880909932890ca
25,2018,2,2367,河南,06880909932890ca
26,2018,3,1917,河南,06880909932890ca
27,2018,4,1891,河南,06880909932890ca
24,2018,1,2840,河南,0797526c057dcf5b
25,2018,2,3058,河南,0797526c057dcf5b
26,2018,3,2640,河南,0797526c057dcf5b
27,2018,4,2660,河南,0797526c057dcf5b
24,2018,1,2380,河南,12f8b7e14947c34d
25,2018,2,2969,河南,12f8b7e14947c34d
26,2018,3,2701,河南,12f8b7e14947c34d
27,2018,4,2708,河南,12f8b7e14947c34d
24,2018,1,3645,河南,17363f08d683d52b
25,2018,2,3532,河南,17363f08d683d52b
26,2018,3,2127,河南,17363f08d683d52b
27,2018,4,1912,河南,17363f08d683d52b
24,2018,1,14843,河南,17bc272c93f19d56
25,2018,2,16424,河南,17bc272c93f19d56
26,2018,3,9372,河南,17bc272c93f19d56
27,2018,4,9171,河南,17bc272c93f19d56
24,2018,1,5495,河南,212083a9246d2fd3
25,2018,2,5603,河南,212083a9246d2fd3
26,2018,3,4610,河南,212083a9246d2fd3
27,2018,4,4516,河南,212083a9246d2fd3
24,2018,1,1681,河南,28e29f2c03dcd84c
25,2018,2,1787,河南,28e29f2c03dcd84c
26,2018,3,1782,河南,28e29f2c03dcd84c
27,2018,4,1783,河南,28e29f2c03dcd84c
24,2018,1,14121,河南,2a2ab41f8f6ff1cb
25,2018,2,14800,河南,2a2ab41f8f6ff1cb
26,2018,3,12277,河南,2a2ab41f8f6ff1cb
27,2018,4,12359,河南,2a2ab41f8f6ff1cb
24,2018,1,2009,河南,2d0d2c3403909fdb
25,2018,2,2309,河南,2d0d2c3403909fdb
26,2018,3,1625,河南,2d0d2c3403909fdb
27,2018,4,1601,河南,2d0d2c3403909fdb
24,2018,1,514,河南,346393c2c6305fb1
25,2018,2,435,河南,346393c2c6305fb1
26,2018,3,510,河南,346393c2c6305fb1
27,2018,4,510,河南,346393c2c6305fb1
24,2018,1,4938,河南,37aa9169b575ef79
25,2018,2,5140,河南,37aa9169b575ef79
26,2018,3,4588,河南,37aa9169b575ef79
27,2018,4,4575,河南,37aa9169b575ef79
24,2018,1,2536,河南,3c974920a76ac9c1
25,2018,2,2524,河南,3c974920a76ac9c1
26,2018,3,1261,河南,3c974920a76ac9c1
27,2018,4,1166,河南,3c974920a76ac9c1
24,2018,1,5357,河南,3d7554f1f56dd664
25,2018,2,6060,河南,3d7554f1f56dd664
26,2018,3,5126,河南,3d7554f1f56dd664
27,2018,4,5209,河南,3d7554f1f56dd664
24,2018,1,2408,河南,3e21824be728cbec
25,2018,2,2523,河南,3e21824be728cbec
26,2018,3,2047,河南,3e21824be728cbec
27,2018,4,1966,河南,3e21824be728cbec
24,2018,1,5695,河南,4a103c30d593fbbe
25,2018,2,6122,河南,4a103c30d593fbbe
26,2018,3,5919,河南,4a103c30d593fbbe
27,2018,4,5848,河南,4a103c30d593fbbe
24,2018,1,1407,河南,4f79773e600518a6
25,2018,2,1536,河南,4f79773e600518a6
26,2018,3,827,河南,4f79773e600518a6
27,2018,4,733,河南,4f79773e600518a6
24,2018,1,4622,河南,54fc07138d70374c
25,2018,2,5001,河南,54fc07138d70374c
26,2018,3,3136,河南,54fc07138d70374c
27,2018,4,3050,河南,54fc07138d70374c
24,2018,1,1167,河南,5b1c11c3efed5312
25,2018,2,1148,河南,5b1c11c3efed5312
26,2018,3,1104,河南,5b1c11c3efed5312
27,2018,4,975,河南,5b1c11c3efed5312
24,2018,1,2312,河南,5d7fb682edd0f937
25,2018,2,2453,河南,5d7fb682edd0f937
26,2018,3,3003,河南,5d7fb682edd0f937
27,2018,4,3111,河南,5d7fb682edd0f937
24,2018,1,13299,河南,6155b214590c66e6
25,2018,2,13099,河南,6155b214590c66e6
26,2018,3,13079,河南,6155b214590c66e6
27,2018,4,13058,河南,6155b214590c66e6
24,2018,1,1416,河南,61e73e32ad101892
25,2018,2,1577,河南,61e73e32ad101892
26,2018,3,1589,河南,61e73e32ad101892
27,2018,4,1643,河南,61e73e32ad101892
24,2018,1,11056,河南,63065128401bb3ff
25,2018,2,11618,河南,63065128401bb3ff
26,2018,3,12234,河南,63065128401bb3ff
27,2018,4,12599,河南,63065128401bb3ff
24,2018,1,4182,河南,6858d6dfe680bdf7
25,2018,2,4423,河南,6858d6dfe680bdf7
26,2018,3,3765,河南,6858d6dfe680bdf7
27,2018,4,3749,河南,6858d6dfe680bdf7
24,2018,1,2960,河南,7023efdab9cedc03
25,2018,2,2905,河南,7023efdab9cedc03
26,2018,3,2722,河南,7023efdab9cedc03
27,2018,4,2709,河南,7023efdab9cedc03
24,2018,1,6053,河南,7245e0ee27b195cd
25,2018,2,5947,河南,7245e0ee27b195cd
26,2018,3,6336,河南,7245e0ee27b195cd
27,2018,4,6528,河南,7245e0ee27b195cd
24,2018,1,23624,河南,79de4e4b24c35b04
25,2018,2,24732,河南,79de4e4b24c35b04
26,2018,3,13704,河南,79de4e4b24c35b04
27,2018,4,13381,河南,79de4e4b24c35b04
24,2018,1,1868,河南,7a7885e2d7c00bcf
25,2018,2,2264,河南,7a7885e2d7c00bcf
26,2018,3,2178,河南,7a7885e2d7c00bcf
27,2018,4,2178,河南,7a7885e2d7c00bcf
24,2018,1,872,河南,7aab7fca2470987e
25,2018,2,863,河南,7aab7fca2470987e
26,2018,3,952,河南,7aab7fca2470987e
27,2018,4,967,河南,7aab7fca2470987e
24,2018,1,6533,河南,7cf283430b3b5e38
25,2018,2,6866,河南,7cf283430b3b5e38
26,2018,3,6996,河南,7cf283430b3b5e38
27,2018,4,7043,河南,7cf283430b3b5e38
24,2018,1,3880,河南,8c915fe4632fb9fa
25,2018,2,3979,河南,8c915fe4632fb9fa
26,2018,3,3538,河南,8c915fe4632fb9fa
27,2018,4,3552,河南,8c915fe4632fb9fa
24,2018,1,436,河南,936168bd4850913d
25,2018,2,455,河南,936168bd4850913d
26,2018,3,724,河南,936168bd4850913d
27,2018,4,736,河南,936168bd4850913d
24,2018,1,3905,河南,97f15de12cfabbd5
25,2018,2,4357,河南,97f15de12cfabbd5
26,2018,3,3568,河南,97f15de12cfabbd5
27,2018,4,3602,河南,97f15de12cfabbd5
24,2018,1,722,河南,9c1c7ee8ebdda299
25,2018,2,815,河南,9c1c7ee8ebdda299
26,2018,3,1037,河南,9c1c7ee8ebdda299
27,2018,4,992,河南,9c1c7ee8ebdda299
24,2018,1,2945,河南,a207df29ec9583f0
25,2018,2,3259,河南,a207df29ec9583f0
26,2018,3,3374,河南,a207df29ec9583f0
27,2018,4,3419,河南,a207df29ec9583f0
24,2018,1,3183,河南,a28bb927b6fcb33c
25,2018,2,3088,河南,a28bb927b6fcb33c
26,2018,3,3885,河南,a28bb927b6fcb33c
27,2018,4,4030,河南,a28bb927b6fcb33c
24,2018,1,621,河南,a432c483b5beb856
25,2018,2,626,河南,a432c483b5beb856
26,2018,3,493,河南,a432c483b5beb856
27,2018,4,476,河南,a432c483b5beb856
24,2018,1,1363,河南,a9a43d1a7ecbe75d
25,2018,2,1353,河南,a9a43d1a7ecbe75d
26,2018,3,2044,河南,a9a43d1a7ecbe75d
27,2018,4,2103,河南,a9a43d1a7ecbe75d
24,2018,1,5447,河南,af6f4f548684e14d
25,2018,2,5513,河南,af6f4f548684e14d
